SDT_YY,SDT_MM,SDT_DD,SDT_DY,ARP,ODP,FLO,FLT,AOD,STT,DLY,DLY_RATE
2019,9,22,일,ARP3,ARP4,B,B1207,A,18:55,N,0.51927614
2019,9,22,일,ARP4,ARP3,B,B1207,D,17:55,Y,0.4874801
2019,9,22,일,ARP3,ARP1,F,F1209,A,11:00,N,0.90525043
2019,9,22,일,ARP1,ARP3,F,F1209,D,9:50,N,0.7508606
2019,9,22,일,ARP1,ARP3,H,H1104,A,10:55,N,0.7822564
2019,9,22,일,ARP3,ARP1,H,H1104,D,9:45,N,0.63723433
2019,9,22,일,ARP1,ARP3,H,H1120,A,17:35,N,0.7363329
2019,9,22,일,ARP3,ARP1,H,H1120,D,16:25,Y,0.2647555
2019,9,22,일,ARP3,ARP1,H,H1141,A,10:35,N,0.8599318
2019,9,22,일,ARP1,ARP3,H,H1141,D,9:25,N,0.7842821
2019,9,22,일,ARP2,ARP3,H,H1504,A,11:45,N,0.7808458
2019,9,22,일,ARP3,ARP2,H,H1504,D,10:45,N,0.66267526
2019,9,22,일,ARP3,ARP8,H,H1605,A,19:20,N,0.73286694
2019,9,22,일,ARP8,ARP3,H,H1605,D,18:30,Y,0.44752175
2019,9,22,일,ARP3,ARP1,I,I1312,D,13:35,Y,0.4630431
2019,9,22,일,ARP1,ARP3,I,I1332,A,19:00,Y,0.47554868
2019,9,22,일,ARP3,ARP1,I,I1332,D,17:45,Y,0.28615063
2019,9,22,일,ARP3,ARP6,I,I1559,A,20:30,N,0.6057745
2019,9,22,일,ARP6,ARP3,I,I1559,D,19:20,Y,0.22699535
2019,9,22,일,ARP6,ARP3,I,I1585,D,12:30,Y,0.47604567
2019,9,22,일,ARP2,ARP3,J,J1011,A,18:40,N,0.84149206
2019,9,22,일,ARP3,ARP2,J,J1011,D,17:40,N,0.5474618
2019,9,22,일,ARP3,ARP1,J,J1212,A,10:10,N,0.7999244
2019,9,22,일,ARP1,ARP3,J,J1212,D,9:00,N,0.82522523
2019,9,22,일,ARP3,ARP1,J,J1226,A,13:30,N,0.8361215
2019,9,22,일,ARP1,ARP3,J,J1226,D,12:20,N,0.7718185
2019,9,22,일,ARP1,ARP3,J,J1245,A,17:50,N,0.7886962
2019,9,22,일,ARP3,ARP1,J,J1245,D,16:40,N,0.5157181
2019,9,22,일,ARP3,ARP1,J,J1264,A,21:10,N,0.8042617
2019,9,22,일,ARP1,ARP3,J,J1264,D,20:00,N,0.61622113
2019,9,22,일,ARP6,ARP3,A,A1232,A,12:25,N,0.8735002
2019,9,22,일,ARP3,ARP6,A,A1232,D,11:20,N,0.7969756
2019,9,22,일,ARP3,ARP1,A,A1911,A,7:50,N,0.7965813
2019,9,22,일,ARP1,ARP3,A,A1911,D,6:40,N,0.70015955
2019,9,22,일,ARP1,ARP3,A,A1932,A,14:20,N,0.70009714
2019,9,22,일,ARP3,ARP1,A,A1932,D,13:10,N,0.68518484
2019,9,22,일,ARP3,ARP1,A,A1957,A,15:30,N,0.7347418
2019,9,22,일,ARP1,ARP3,A,A1957,D,14:25,N,0.55120885
2019,9,22,일,ARP3,ARP1,A,A1983,A,19:55,N,0.858114
2019,9,22,일,ARP1,ARP3,A,A1983,D,18:45,N,0.6014098
2019,9,22,일,ARP1,ARP3,B,B1014,A,22:30,N,0.82129776
2019,9,22,일,ARP3,ARP1,B,B1014,D,21:20,Y,0.39482343
2019,9,22,일,ARP2,ARP3,B,B1108,A,14:30,N,0.6212883
2019,9,22,일,ARP3,ARP2,B,B1108,D,13:30,Y,0.2703417
2019,9,22,일,ARP1,ARP3,F,F1210,A,12:45,N,0.8920036
2019,9,22,일,ARP3,ARP1,F,F1210,D,11:35,N,0.6721704
2019,9,22,일,ARP3,ARP1,F,F1223,A,17:05,N,0.91856
2019,9,22,일,ARP1,ARP3,F,F1223,D,15:55,N,0.53693616
2019,9,22,일,ARP13,ARP3,F,F1302,A,10:25,N,0.8985433
2019,9,22,일,ARP3,ARP13,F,F1302,D,9:30,N,0.5763695
2019,9,22,일,ARP3,ARP1,H,H1105,A,8:50,N,0.6287515
2019,9,22,일,ARP1,ARP3,H,H1105,D,7:40,N,0.82265556
2019,9,22,일,ARP3,ARP1,H,H1121,A,15:50,N,0.8286838
2019,9,22,일,ARP1,ARP3,H,H1121,D,14:40,Y,0.42865717
2019,9,22,일,ARP1,ARP3,H,H1142,A,12:25,N,0.8397342
2019,9,22,일,ARP3,ARP1,H,H1142,D,11:15,N,0.7002567
2019,9,22,일,ARP3,ARP2,H,H1505,A,10:10,N,0.79132664
2019,9,22,일,ARP2,ARP3,H,H1505,D,9:10,N,0.7747133
2019,9,22,일,ARP8,ARP3,H,H1606,A,17:40,N,0.76919526
2019,9,22,일,ARP3,ARP8,H,H1606,D,16:50,Y,0.44271892
2019,9,22,일,ARP1,ARP3,I,I1314,A,13:00,N,0.7981398
2019,9,22,일,ARP3,ARP1,I,I1314,D,11:45,Y,0.4115985
2019,9,22,일,ARP3,ARP1,I,I1333,A,20:00,N,0.6063039
2019,9,22,일,ARP6,ARP3,I,I1560,A,22:40,N,0.5686128
2019,9,22,일,ARP3,ARP6,I,I1560,D,21:30,Y,0.16047102
2019,9,22,일,ARP6,ARP3,I,I1586,A,16:35,N,0.8264276
2019,9,22,일,ARP3,ARP6,I,I1586,D,15:25,Y,0.4506703
2019,9,22,일,ARP3,ARP2,J,J1014,A,16:10,N,0.5021931
2019,9,22,일,ARP2,ARP3,J,J1014,D,15:10,Y,0.4847018
2019,9,22,일,ARP1,ARP3,J,J1213,A,11:20,N,0.851099
2019,9,22,일,ARP3,ARP1,J,J1213,D,10:10,N,0.79530835
2019,9,22,일,ARP3,ARP1,J,J1246,A,17:10,N,0.81198263
2019,9,22,일,ARP1,ARP3,J,J1246,D,16:00,N,0.6181822
2019,9,22,일,ARP1,ARP3,J,J1265,A,22:00,N,0.7665158
2019,9,22,일,ARP3,ARP1,J,J1265,D,20:50,N,0.53932065
2019,9,22,일,ARP3,ARP6,A,A1233,A,14:00,N,0.78432345
2019,9,22,일,ARP6,ARP3,A,A1233,D,12:55,N,0.80229044
2019,9,22,일,ARP1,ARP3,A,A1912,A,9:55,N,0.6574923
2019,9,22,일,ARP3,ARP1,A,A1912,D,8:45,N,0.6294416
2019,9,22,일,ARP3,ARP1,A,A1935,A,11:50,N,0.7398492
2019,9,22,일,ARP1,ARP3,A,A1935,D,10:40,N,0.73623466
2019,9,22,일,ARP3,ARP1,A,A1961,A,16:05,N,0.7267188
2019,9,22,일,ARP1,ARP3,A,A1961,D,14:55,N,0.55120885
2019,9,22,일,ARP3,ARP1,A,A1985,A,20:05,N,0.7032349
2019,9,22,일,ARP1,ARP3,A,A1985,D,18:55,N,0.6014098
2019,9,22,일,ARP3,ARP1,B,B1015,A,19:20,Y,0.40285724
2019,9,22,일,ARP1,ARP3,B,B1015,D,18:10,Y,0.21024996
2019,9,22,일,ARP3,ARP2,B,B1109,A,13:00,N,0.61168635
2019,9,22,일,ARP2,ARP3,B,B1109,D,12:00,Y,0.39993823
2019,9,22,일,ARP2,ARP3,B,B1138,A,20:30,N,0.5677185
2019,9,22,일,ARP3,ARP2,B,B1138,D,19:35,Y,0.3309906
2019,9,22,일,ARP5,ARP3,B,B1300,A,11:40,N,0.81329465
2019,9,22,일,ARP3,ARP5,B,B1300,D,10:40,N,0.6675323
2019,9,22,일,ARP3,ARP1,F,F1211,A,12:05,N,0.94452447
2019,9,22,일,ARP1,ARP3,F,F1211,D,10:55,N,0.7117511
2019,9,22,일,ARP1,ARP3,F,F1224,A,19:10,N,0.86817396
2019,9,22,일,ARP3,ARP1,F,F1224,D,18:05,Y,0.31683296
2019,9,22,일,ARP3,ARP13,F,F1303,A,18:45,N,0.8623579
2019,9,22,일,ARP13,ARP3,F,F1303,D,17:55,Y,0.31850564
2019,9,22,일,ARP1,ARP3,H,H1106,A,11:45,N,0.74266195
2019,9,22,일,ARP3,ARP1,H,H1106,D,10:35,N,0.6663494
2019,9,22,일,ARP1,ARP3,H,H1122,A,18:30,N,0.71804893
2019,9,22,일,ARP3,ARP1,H,H1122,D,17:20,Y,0.32894623
2019,9,22,일,ARP3,ARP1,H,H1143,A,14:25,N,0.79033077
2019,9,22,일,ARP1,ARP3,H,H1143,D,13:15,N,0.6558907
2019,9,22,일,ARP2,ARP3,H,H1506,A,14:00,N,0.7560912
2019,9,22,일,ARP3,ARP2,H,H1506,D,12:55,N,0.58659744
2019,9,22,일,ARP3,ARP4,H,H1701,A,10:05,N,0.7997985
2019,9,22,일,ARP4,ARP3,H,H1701,D,8:50,N,0.80873424
2019,9,22,일,ARP1,ARP3,I,I1316,A,13:45,N,0.8216841
2019,9,22,일,ARP3,ARP1,I,I1316,D,12:30,Y,0.46067506
2019,9,22,일,ARP1,ARP3,I,I1333,D,18:45,Y,0.25021935
2019,9,22,일,ARP3,ARP2,I,I1561,A,8:35,N,0.8605323
2019,9,22,일,ARP2,ARP3,I,I1561,D,7:35,Y,0.4017064
2019,9,22,일,ARP3,ARP6,I,I1587,A,18:25,N,0.6573343
2019,9,22,일,ARP6,ARP3,I,I1587,D,17:15,Y,0.32368463
2019,9,22,일,ARP2,ARP3,J,J1015,A,21:00,N,0.7785464
2019,9,22,일,ARP3,ARP2,J,J1015,D,20:00,N,0.50538945
2019,9,22,일,ARP3,ARP1,J,J1228,A,13:40,N,0.84482515
2019,9,22,일,ARP1,ARP3,J,J1228,D,12:30,N,0.7718185
2019,9,22,일,ARP1,ARP3,J,J1229,A,14:35,N,0.80240065
2019,9,22,일,ARP3,ARP1,J,J1229,D,13:25,Y,0.4941299
2019,9,22,일,ARP1,ARP3,J,J1247,A,18:10,N,0.75926256
2019,9,22,일,ARP3,ARP1,J,J1247,D,17:00,Y,0.48390436
2019,9,22,일,ARP3,ARP1,J,J1266,A,21:40,N,0.8042617
2019,9,22,일,ARP1,ARP3,J,J1266,D,20:30,N,0.61622113
2019,9,22,일,ARP6,ARP3,A,A1234,A,16:15,N,0.8116623
2019,9,22,일,ARP3,ARP1,A,A1913,A,8:35,N,0.7711599
2019,9,22,일,ARP1,ARP3,A,A1913,D,7:25,N,0.75343215
2019,9,22,일,ARP1,ARP3,A,A1936,A,15:00,N,0.77339715
2019,9,22,일,ARP3,ARP1,A,A1936,D,13:50,N,0.7593049
2019,9,22,일,ARP1,ARP3,A,A1962,A,17:35,N,0.7869149
2019,9,22,일,ARP3,ARP1,A,A1962,D,16:25,N,0.61793256
2019,9,22,일,ARP2,ARP3,B,B1110,A,16:00,N,0.54651296
2019,9,22,일,ARP3,ARP2,B,B1139,A,18:55,N,0.53613687
2019,9,22,일,ARP2,ARP3,B,B1139,D,17:55,N,0.54104465
2019,9,22,일,ARP3,ARP5,B,B1301,A,9:55,N,0.8966949
2019,9,22,일,ARP5,ARP3,B,B1301,D,8:50,N,0.6632867
2019,9,22,일,ARP1,ARP3,F,F1212,A,13:55,N,0.89241666
2019,9,22,일,ARP3,ARP1,F,F1212,D,12:45,N,0.61243665
2019,9,22,일,ARP3,ARP1,F,F1225,A,17:45,N,0.83994615
2019,9,22,일,ARP1,ARP3,F,F1225,D,16:35,Y,0.37963194
2019,9,22,일,ARP13,ARP3,F,F1304,A,17:15,N,0.8723582
2019,9,22,일,ARP3,ARP13,F,F1304,D,16:25,Y,0.32211882
2019,9,22,일,ARP3,ARP1,H,H1123,A,16:55,N,0.83189106
2019,9,22,일,ARP1,ARP3,H,H1123,D,15:45,N,0.5082505
2019,9,22,일,ARP1,ARP3,H,H1144,A,16:10,N,0.8321987
2019,9,22,일,ARP3,ARP1,H,H1144,D,15:00,Y,0.36210757
2019,9,22,일,ARP2,ARP3,H,H1508,A,15:00,N,0.67456716
2019,9,22,일,ARP3,ARP2,H,H1508,D,14:05,Y,0.29116356
2019,9,22,일,ARP3,ARP1,I,I1317,A,16:30,N,0.82680327
2019,9,22,일,ARP1,ARP3,I,I1317,D,15:20,Y,0.39347756
2019,9,22,일,ARP3,ARP1,I,I1335,A,20:15,N,0.59960556
2019,9,22,일,ARP1,ARP3,I,I1335,D,19:05,Y,0.16000623
2019,9,22,일,ARP2,ARP3,I,I1562,A,11:30,N,0.8293405
2019,9,22,일,ARP8,ARP3,I,I1592,A,10:20,N,0.80620265
2019,9,22,일,ARP3,ARP8,I,I1592,D,9:30,Y,0.49137157
2019,9,22,일,ARP3,ARP1,J,J1214,A,10:30,N,0.7999244
2019,9,22,일,ARP1,ARP3,J,J1214,D,9:20,N,0.8317591
2019,9,22,일,ARP1,ARP3,J,J1215,A,11:30,N,0.851099
2019,9,22,일,ARP3,ARP1,J,J1215,D,10:20,N,0.79530835
2019,9,22,일,ARP3,ARP1,J,J1230,A,14:00,N,0.80340195
2019,9,22,일,ARP1,ARP3,J,J1230,D,12:50,N,0.7718185
2019,9,22,일,ARP3,ARP4,J,J1805,D,7:35,N,0.82641107
2019,9,22,일,ARP3,ARP4,J,J1806,A,10:35,N,0.77334154
2019,9,22,일,ARP4,ARP3,J,J1806,D,9:30,N,0.6732399
2019,9,22,일,ARP3,ARP8,A,A1149,A,20:15,N,0.8469483
2019,9,22,일,ARP8,ARP3,A,A1149,D,19:20,N,0.78521144
2019,9,22,일,ARP3,ARP4,A,A1121,A,10:30,N,0.7647904
2019,9,22,일,ARP4,ARP3,A,A1121,D,9:30,N,0.6451161
2019,9,22,일,ARP3,ARP7,A,A1161,A,7:10,N,0.80175257
2019,9,22,일,ARP7,ARP3,A,A1161,D,6:20,N,0.70574725
2019,9,22,일,ARP4,ARP3,A,A1128,A,18:30,N,0.8104335
2019,9,22,일,ARP3,ARP4,A,A1128,D,17:25,N,0.7085624
2019,9,22,일,ARP3,ARP4,A,A1129,A,20:15,N,0.8111727
2019,9,22,일,ARP3,ARP7,A,A1168,D,20:50,N,0.6134328
2019,9,22,일,ARP3,ARP12,A,A1181,A,22:00,N,0.8495272
2019,9,22,일,ARP12,ARP3,A,A1181,D,21:10,N,0.6295284
2019,9,22,일,ARP4,ARP3,A,A1129,D,19:10,N,0.6977322
2019,9,22,일,ARP7,ARP3,A,A1168,A,21:40,N,0.88822997
2019,9,22,일,ARP8,ARP3,A,A1140,A,9:25,N,0.73742604
2019,9,22,일,ARP3,ARP8,A,A1140,D,8:35,N,0.730106
2019,9,22,일,ARP3,ARP8,A,A1141,A,10:45,N,0.79494125
2019,9,22,일,ARP8,ARP3,A,A1141,D,9:55,N,0.6064443
2019,9,22,일,ARP3,ARP9,A,A1197,A,12:35,N,0.89051753
2019,9,22,일,ARP9,ARP3,A,A1197,D,11:45,N,0.7266983
2019,9,22,일,ARP12,ARP3,A,A1182,A,20:20,N,0.86113185
2019,9,22,일,ARP3,ARP12,A,A1182,D,19:30,N,0.6763764
2019,9,22,일,ARP9,ARP3,A,A1196,A,11:05,N,0.79150337
2019,9,22,일,ARP3,ARP9,A,A1196,D,10:15,N,0.8380095
2019,9,22,일,ARP9,ARP3,A,A1198,A,15:25,N,0.82052314
2019,9,22,일,ARP3,ARP9,A,A1198,D,14:35,N,0.572296
2019,9,22,일,ARP3,ARP2,A,A1001,A,9:55,N,0.70165765
2019,9,22,일,ARP2,ARP3,A,A1001,D,8:55,N,0.6984328
2019,9,22,일,ARP4,ARP3,A,A1120,A,9:00,N,0.72014
2019,9,22,일,ARP3,ARP4,A,A1120,D,8:00,N,0.71699405
2019,9,22,일,ARP8,ARP3,A,A1142,A,12:05,N,0.8824632
2019,9,22,일,ARP3,ARP8,A,A1142,D,11:10,N,0.71846163
2019,9,22,일,ARP3,ARP8,A,A1143,A,13:40,N,0.8977449
2019,9,22,일,ARP8,ARP3,A,A1143,D,12:45,N,0.7056041
2019,9,22,일,ARP4,ARP3,A,A1124,A,12:45,N,0.89212483
2019,9,22,일,ARP3,ARP4,A,A1124,D,11:40,N,0.71888083
2019,9,22,일,ARP8,ARP3,A,A1148,A,18:40,N,0.87675714
2019,9,22,일,ARP3,ARP8,A,A1148,D,17:45,N,0.7539865
2019,9,22,일,ARP3,ARP1,I,I1301,A,7:20,N,0.9137821
2019,9,22,일,ARP1,ARP3,I,I1301,D,6:05,N,0.771981
2019,9,22,일,ARP3,ARP8,A,A1145,A,15:30,N,0.7936481
2019,9,22,일,ARP8,ARP3,A,A1145,D,14:40,Y,0.4693355
2019,9,22,일,ARP1,ARP3,I,I1302,A,8:10,N,0.8641306
2019,9,22,일,ARP3,ARP1,I,I1302,D,7:05,N,0.7179079
2019,9,22,일,ARP3,ARP8,A,A1147,A,18:55,N,0.84116507
2019,9,22,일,ARP8,ARP3,A,A1147,D,18:00,N,0.740955
2019,9,22,일,ARP8,ARP3,A,A1144,A,14:05,N,0.7561977
2019,9,22,일,ARP3,ARP8,A,A1144,D,13:10,N,0.69721264
2019,9,22,일,ARP4,ARP15,J,J1416,A,20:35,N,0.5822172
2019,9,22,일,ARP15,ARP4,J,J1416,D,19:35,Y,0.38017303
2019,9,22,일,ARP4,ARP3,J,J1807,A,10:20,N,0.8413253
2019,9,22,일,ARP3,ARP4,J,J1807,D,9:15,N,0.71457016
2019,9,22,일,ARP4,ARP3,J,J1805,A,8:40,N,0.8307103
2019,9,22,일,ARP2,ARP3,A,A1006,A,15:35,N,0.7440092
2019,9,22,일,ARP3,ARP2,A,A1006,D,14:35,N,0.63014275
2019,9,22,일,ARP3,ARP4,J,J1808,A,12:05,N,0.81065214
2019,9,22,일,ARP4,ARP3,J,J1808,D,11:00,N,0.5265126
2019,9,22,일,ARP3,ARP4,A,A1125,A,14:30,N,0.73583424
2019,9,22,일,ARP4,ARP3,A,A1125,D,13:25,N,0.6635151
2019,9,22,일,ARP8,ARP3,A,A1146,A,17:25,N,0.80962086
2019,9,22,일,ARP3,ARP8,A,A1146,D,16:35,N,0.567648
2019,9,22,일,ARP3,ARP4,J,J1812,A,18:40,N,0.6738925
2019,9,22,일,ARP4,ARP3,J,J1812,D,17:35,Y,0.2954471
2019,9,22,일,ARP4,ARP3,J,J1811,A,16:10,N,0.719064
2019,9,22,일,ARP3,ARP4,J,J1811,D,15:05,N,0.5529003
2019,9,22,일,ARP3,ARP9,A,A1199,A,16:50,N,0.7951276
2019,9,22,일,ARP9,ARP3,A,A1199,D,16:00,N,0.59585595
2019,9,22,일,ARP4,ARP3,J,J1813,A,17:45,N,0.7338952
2019,9,22,일,ARP3,ARP4,J,J1813,D,16:40,N,0.51036274
2019,9,22,일,ARP3,ARP4,J,J1814,A,19:25,N,0.71768963
2019,9,22,일,ARP4,ARP3,J,J1814,D,18:20,Y,0.3058977
2019,9,22,일,ARP3,ARP1,I,I1303,A,7:25,N,0.8956062
2019,9,22,일,ARP1,ARP3,I,I1303,D,6:10,N,0.76028425
2019,9,22,일,ARP1,ARP3,I,I1304,A,9:15,N,0.85427475
2019,9,22,일,ARP3,ARP1,I,I1304,D,8:00,N,0.69103986
2019,9,22,일,ARP3,ARP1,I,I1305,A,8:40,N,0.81023407
2019,9,22,일,ARP1,ARP3,I,I1305,D,7:25,N,0.5820203
2019,9,22,일,ARP3,ARP1,I,I1307,A,9:55,N,0.87765163
2019,9,22,일,ARP1,ARP3,I,I1307,D,8:45,N,0.526188
2019,9,22,일,ARP1,ARP3,I,I1306,A,9:30,N,0.8234949
2019,9,22,일,ARP3,ARP1,I,I1306,D,8:15,Y,0.33517468
2019,9,22,일,ARP3,ARP1,I,I1309,A,11:05,N,0.86628836
2019,9,22,일,ARP1,ARP3,I,I1309,D,9:50,Y,0.4919327
2019,9,22,일,ARP15,ARP4,J,J1413,A,8:15,N,0.8161415
2019,9,22,일,ARP4,ARP15,J,J1413,D,7:10,N,0.8935174
2019,9,22,일,ARP14,ARP3,J,J1855,A,12:25,N,0.8581001
2019,9,22,일,ARP3,ARP14,J,J1855,D,11:15,N,0.658612
2019,9,22,일,ARP3,ARP14,J,J1856,A,10:00,N,0.5047803
2019,9,22,일,ARP14,ARP3,J,J1856,D,8:50,N,0.612911
2019,9,22,일,ARP14,ARP3,J,J1857,A,20:20,N,0.7694306
2019,9,22,일,ARP3,ARP14,J,J1857,D,19:10,Y,0.46909797
2019,9,22,일,ARP3,ARP13,J,J1920,A,16:25,N,0.6971308
2019,9,22,일,ARP13,ARP3,J,J1920,D,15:25,N,0.6311897
2019,9,22,일,ARP3,ARP8,J,J1904,A,11:00,N,0.7416962
2019,9,22,일,ARP8,ARP3,J,J1904,D,10:10,N,0.75874215
2019,9,22,일,ARP8,ARP3,J,J1905,A,9:35,N,0.80281585
2019,9,22,일,ARP3,ARP8,J,J1905,D,8:40,N,0.66087645
2019,9,22,일,ARP3,ARP5,J,J1824,A,17:35,N,0.71768963
2019,9,22,일,ARP5,ARP3,J,J1824,D,16:30,Y,0.31533653
2019,9,22,일,ARP5,ARP3,J,J1825,A,15:45,N,0.7688815
2019,9,22,일,ARP3,ARP5,J,J1825,D,14:40,N,0.50950325
2019,9,22,일,ARP3,ARP8,J,J1906,A,14:25,N,0.7586033
2019,9,22,일,ARP8,ARP3,J,J1906,D,13:25,Y,0.43714607
2019,9,22,일,ARP3,ARP12,J,J1834,A,17:15,N,0.818126
2019,9,22,일,ARP12,ARP3,J,J1834,D,16:15,N,0.5374927
2019,9,22,일,ARP8,ARP3,J,J1907,A,12:50,N,0.82516706
2019,9,22,일,ARP3,ARP8,J,J1907,D,11:50,N,0.57858974
2019,9,22,일,ARP12,ARP3,J,J1835,A,15:35,N,0.768233
2019,9,22,일,ARP3,ARP12,J,J1835,D,14:35,N,0.5149144
2019,9,22,일,ARP3,ARP14,J,J1854,A,14:30,N,0.64581466
2019,9,22,일,ARP14,ARP3,J,J1854,D,13:20,Y,0.4265409
2019,9,22,일,ARP3,ARP8,J,J1908,A,17:45,N,0.7081418
2019,9,22,일,ARP8,ARP3,J,J1908,D,16:45,Y,0.40471208
2019,9,22,일,ARP8,ARP3,J,J1909,A,16:10,N,0.70250165
2019,9,22,일,ARP3,ARP8,J,J1909,D,15:10,N,0.52830803
2019,9,22,일,ARP8,ARP3,J,J1911,A,18:50,N,0.64416087
2019,9,22,일,ARP3,ARP8,J,J1911,D,17:50,Y,0.47202533
2019,9,22,일,ARP3,ARP8,J,J1910,A,20:25,N,0.69045925
2019,9,22,일,ARP8,ARP3,J,J1910,D,19:25,Y,0.42015648
2019,9,23,월,ARP13,ARP3,J,J1921,A,14:45,N,0.7340946
2019,9,23,월,ARP3,ARP13,J,J1921,D,13:40,Y,0.42957306
2019,9,23,월,ARP3,ARP1,L,L1701,A,7:50,N,0.5999284
2019,9,23,월,ARP1,ARP3,L,L1701,D,6:40,N,0.80458796
2019,9,23,월,ARP1,ARP3,L,L1728,A,18:15,N,0.8918177
2019,9,23,월,ARP3,ARP1,L,L1728,D,17:05,N,0.82583135
2019,9,23,월,ARP3,ARP4,L,L1807,A,17:30,N,0.8035703
2019,9,23,월,ARP4,ARP3,L,L1807,D,16:25,N,0.71832335
2019,9,23,월,ARP3,ARP9,J,J1934,A,16:00,N,0.5910532
2019,9,23,월,ARP1,ARP3,L,L1702,A,9:05,N,0.7122693
2019,9,23,월,ARP3,ARP1,L,L1702,D,7:55,N,0.8361538
2019,9,23,월,ARP1,ARP3,L,L1720,A,14:40,N,0.88048935
2019,9,23,월,ARP3,ARP1,L,L1720,D,13:30,N,0.7066219
2019,9,23,월,ARP4,ARP3,L,L1808,A,20:10,N,0.81692606
2019,9,23,월,ARP3,ARP4,L,L1808,D,19:10,N,0.7532391
2019,9,23,월,ARP9,ARP3,J,J1934,D,15:00,Y,0.35450858
2019,9,23,월,ARP3,ARP1,L,L1703,A,8:10,N,0.6095258
2019,9,23,월,ARP1,ARP3,L,L1703,D,7:00,N,0.85310984
2019,9,23,월,ARP3,ARP1,L,L1731,A,19:20,N,0.8384294
2019,9,23,월,ARP1,ARP3,L,L1731,D,18:10,N,0.74534976
2019,9,23,월,ARP3,ARP4,L,L1809,A,20:35,N,0.84661996
2019,9,23,월,ARP4,ARP3,L,L1809,D,19:35,N,0.70111156
2019,9,23,월,ARP3,ARP1,L,L1705,A,9:25,N,0.7090764
2019,9,23,월,ARP1,ARP3,L,L1705,D,8:15,N,0.75858915
2019,9,23,월,ARP1,ARP3,L,L1732,A,21:05,N,0.72702634
2019,9,23,월,ARP3,ARP1,L,L1732,D,19:55,N,0.69259334
2019,9,23,월,ARP4,ARP3,L,L1810,A,22:10,N,0.82265246
2019,9,23,월,ARP3,ARP4,L,L1810,D,21:10,N,0.72077346
2019,9,23,월,ARP9,ARP3,J,J1935,A,14:25,N,0.74898994
2019,9,23,월,ARP3,ARP9,J,J1935,D,13:25,Y,0.48448086
2019,9,23,월,ARP1,ARP3,L,L1706,A,9:55,N,0.7798057
2019,9,23,월,ARP3,ARP1,L,L1706,D,8:45,N,0.63794243
2019,9,23,월,ARP3,ARP1,L,L1733,A,19:35,N,0.8142401
2019,9,23,월,ARP1,ARP3,L,L1733,D,18:25,N,0.73028934
2019,9,23,월,ARP3,ARP8,L,L1901,A,10:25,N,0.7706358
2019,9,23,월,ARP8,ARP3,L,L1901,D,9:30,N,0.82891643
2019,9,23,월,ARP3,ARP6,J,J1954,A,9:25,N,0.76692826
2019,9,23,월,ARP6,ARP3,J,J1954,D,8:20,N,0.67384875
2019,9,23,월,ARP1,ARP3,L,L1734,A,21:40,N,0.7205706
2019,9,23,월,ARP3,ARP1,L,L1734,D,20:30,N,0.6837665
2019,9,23,월,ARP6,ARP3,J,J1955,A,11:10,N,0.7232485
2019,9,23,월,ARP3,ARP6,J,J1955,D,10:05,N,0.594699
2019,9,23,월,ARP3,ARP1,L,L1707,A,10:55,N,0.7993222
2019,9,23,월,ARP1,ARP3,L,L1707,D,9:45,N,0.7345257
2019,9,23,월,ARP3,ARP1,L,L1735,A,20:00,N,0.756796
2019,9,23,월,ARP1,ARP3,L,L1735,D,18:50,N,0.6893326
2019,9,23,월,ARP8,ARP3,L,L1902,A,8:55,N,0.7634598
2019,9,23,월,ARP3,ARP8,L,L1902,D,8:05,N,0.7929734
2019,9,23,월,ARP3,ARP6,J,J1956,A,15:20,N,0.65061754
2019,9,23,월,ARP6,ARP3,J,J1956,D,14:15,Y,0.35450858
2019,9,23,월,ARP1,ARP3,L,L1708,A,11:10,N,0.82455015
2019,9,23,월,ARP3,ARP1,L,L1708,D,10:00,N,0.76015663
2019,9,23,월,ARP1,ARP3,L,L1736,A,22:15,N,0.71972835
2019,9,23,월,ARP3,ARP1,L,L1736,D,21:05,N,0.52795947
2019,9,23,월,ARP3,ARP8,L,L1903,A,12:55,N,0.901985
2019,9,23,월,ARP8,ARP3,L,L1903,D,12:10,N,0.77979195
2019,9,23,월,ARP6,ARP3,J,J1957,A,13:35,N,0.7484288
2019,9,23,월,ARP3,ARP6,J,J1957,D,12:30,Y,0.45793128
2019,9,23,월,ARP1,ARP3,L,L1710,A,12:15,N,0.90486425
2019,9,23,월,ARP3,ARP1,L,L1710,D,11:05,Y,0.43028075
2019,9,23,월,ARP3,ARP4,L,L1801,A,7:20,N,0.7226101
2019,9,23,월,ARP4,ARP3,L,L1801,D,6:20,N,0.83830005
2019,9,23,월,ARP8,ARP3,L,L1904,A,11:40,N,0.8835488
2019,9,23,월,ARP3,ARP8,L,L1904,D,10:50,N,0.7710676
2019,9,23,월,ARP3,ARP8,L,L1905,A,17:15,N,0.8185858
2019,9,23,월,ARP8,ARP3,L,L1905,D,16:30,N,0.6272975
2019,9,23,월,ARP1,ARP3,L,L1712,A,12:45,N,0.90486425
2019,9,23,월,ARP3,ARP1,L,L1712,D,11:35,Y,0.42661995
2019,9,23,월,ARP1,ARP3,L,L1722,A,16:15,N,0.7745194
2019,9,23,월,ARP3,ARP1,L,L1722,D,15:05,N,0.8026093
2019,9,23,월,ARP4,ARP3,L,L1802,A,9:25,N,0.66570455
