,Unnamed: 0,SDT_YY,SDT_MM,SDT_DD,SDT_DY,ARP,ODP,FLO,FLT,STT,DLY,DLY_RATE,STT_HOUR,QUARTER,AOD_0,AOD_1,STT_weight
1535,8493,0,0,7,3,4,8,0,16,89,0.0,0.70457685,12,0,1,0,0.06881051175656985
1536,8494,0,0,7,3,8,4,0,16,80,0.0,0.6661083000000001,12,0,0,1,0.06881051175656985
1537,8495,0,0,7,3,8,4,0,13,38,0.0,0.72757465,8,0,1,0,0.06846473029045644
1538,8496,0,0,7,3,4,8,0,13,28,0.0,0.6210157,7,0,0,1,0.053596127247579534
2328,8497,0,0,7,3,8,5,0,121,114,0.0,0.5781831000000001,14,0,1,0,0.06653225806451613
2329,8498,0,0,7,3,5,8,0,121,103,1.0,0.3450699,13,0,0,1,0.07235663082437276
2330,8499,0,0,7,3,8,7,0,139,4,0.0,0.85232174,4,0,1,0,0.06541218637992832
2331,8500,0,0,7,3,7,8,0,139,155,0.0,0.6014755,3,0,0,1,0.06025985663082437
1539,8501,0,0,7,3,7,4,0,19,118,0.0,0.69708884,0,0,0,1,0.041493775933609964
1540,8502,0,0,7,3,4,3,0,0,140,0.0,0.70165765,3,0,1,0,0.07607192254495157
1541,8503,0,0,7,3,3,4,0,0,133,0.0,0.6104028,2,0,0,1,0.048409405255878286
1542,8504,0,0,7,3,3,4,0,1,102,1.0,0.37432623,14,0,1,0,0.06708160442600276
1543,8505,0,0,7,3,4,3,0,1,95,0.0,0.60950947,13,0,0,1,0.05532503457814661
2332,8506,0,0,7,3,7,8,0,140,22,0.0,0.7923062,6,0,1,0,0.058915770609319
2333,8507,0,0,7,3,8,7,0,140,10,1.0,0.40685934,5,0,0,1,0.07056451612903226
1544,8508,0,0,7,3,4,5,0,6,42,0.0,0.7057507,8,0,1,0,0.06846473029045644
1545,8509,0,0,7,3,8,4,0,15,73,0.0,0.7104219,11,0,1,0,0.08022130013831259
1546,8510,0,0,7,3,4,8,0,15,65,0.0,0.5093914,10,0,0,1,0.06535269709543569
2334,8511,0,0,7,3,8,7,0,143,67,0.0,0.6541715,10,0,1,0,0.08064516129032258
2335,8512,0,0,7,3,7,8,0,143,55,1.0,0.48787993,9,0,0,1,0.06384408602150538
2336,8513,0,0,7,3,7,8,0,142,82,0.0,0.6295843000000001,11,0,1,0,0.07280465949820789
2337,8514,0,0,7,3,8,7,0,142,71,1.0,0.30187935,10,0,0,1,0.08064516129032258
2338,8515,0,0,7,3,7,8,0,144,93,0.0,0.5975302,12,0,1,0,0.07997311827956989
2339,8516,0,0,7,3,8,7,0,144,82,1.0,0.26498836,11,0,0,1,0.07280465949820789
2340,8517,0,0,7,3,8,7,0,145,84,0.0,0.6588639000000001,11,0,1,0,0.07280465949820789
2341,8518,0,0,7,3,7,8,0,145,72,1.0,0.47240037,10,0,0,1,0.08064516129032258
2342,8519,0,0,7,3,7,8,0,146,101,0.0,0.6295843000000001,13,0,1,0,0.07235663082437276
2343,8520,0,0,7,3,8,7,0,146,90,1.0,0.2747817,12,0,0,1,0.07997311827956989
1547,8521,0,0,7,3,4,9,0,26,66,0.0,0.77096593,10,0,1,0,0.06535269709543569
884,8522,0,0,7,3,2,0,0,2,90,0.0,0.85313976,1,0,1,0,0.05476190476190476
885,8523,0,0,7,3,0,2,0,2,87,0.0,0.70091575,0,0,0,1,0.017857142857142856
886,8524,0,0,7,3,0,2,0,3,103,0.0,0.7237058000000001,3,0,1,0,0.0625
887,8525,0,0,7,3,2,0,0,3,94,0.0,0.514055,2,0,0,1,0.061309523809523814
888,8526,0,0,7,3,2,0,0,4,98,0.0,0.6387222,2,0,1,0,0.061309523809523814
889,8527,0,0,7,3,0,2,0,4,88,0.0,0.6035212,1,0,0,1,0.05476190476190476
2344,8528,0,0,7,3,7,9,0,147,50,0.0,0.6817795999999999,8,0,1,0,0.06541218637992832
2345,8529,0,0,7,3,9,7,0,147,38,1.0,0.2555617,7,0,0,1,0.07146057347670251
890,8530,0,0,7,3,2,0,0,6,106,0.0,0.7745178,3,0,1,0,0.0625
891,8531,0,0,7,3,0,2,0,6,101,0.0,0.51925695,2,0,0,1,0.061309523809523814
892,8532,0,0,7,3,0,2,0,5,104,0.0,0.63328683,3,0,1,0,0.0625
893,8533,0,0,7,3,2,0,0,5,97,1.0,0.30294812,2,0,0,1,0.061309523809523814
894,8534,0,0,7,3,2,0,0,7,6,0.0,0.7562361999999999,5,0,1,0,0.0625
895,8535,0,0,7,3,0,2,0,7,105,1.0,0.48499107,3,0,0,1,0.0625
2346,8536,0,0,7,3,4,7,0,152,26,0.0,0.8578741,6,0,1,0,0.058915770609319
2347,8537,0,0,7,3,7,4,0,152,13,0.0,0.5609654000000001,5,0,0,1,0.07056451612903226
2348,8538,0,0,7,3,5,8,0,120,143,0.0,0.8053691,2,0,1,0,0.06630824372759858
2349,8539,0,0,7,3,8,5,0,120,134,0.0,0.8316915000000001,0,0,0,1,0.010080645161290322
2350,8540,0,0,7,3,7,4,0,153,0,0.0,0.5216321,4,0,1,0,0.06541218637992832
2351,8541,0,0,7,3,4,7,0,153,151,0.0,0.54107416,2,0,0,1,0.06630824372759858
2352,8542,0,0,7,3,7,3,0,163,70,0.0,0.6861609000000001,10,0,1,0,0.08064516129032258
2353,8543,0,0,7,3,3,7,0,163,58,0.0,0.5835897,9,0,0,1,0.06384408602150538
2354,8544,0,0,7,3,7,11,0,155,10,0.0,0.6796107,5,0,1,0,0.07056451612903226
2355,8545,0,0,7,3,11,7,0,155,2,0.0,0.6711458,4,0,0,1,0.06541218637992832
2356,8546,0,0,7,3,11,7,0,156,159,0.0,0.8042199999999999,3,0,1,0,0.06025985663082437
2357,8547,0,0,7,3,7,11,0,156,150,0.0,0.5706960999999999,2,0,0,1,0.06630824372759858
2358,8548,0,0,7,3,9,7,0,148,31,0.0,0.84974456,6,0,1,0,0.058915770609319
2359,8549,0,0,7,3,7,9,0,148,19,1.0,0.47762144,5,0,0,1,0.07056451612903226
2360,8550,0,0,7,3,7,2,0,149,61,0.0,0.78163564,9,0,1,0,0.06384408602150538
2361,8551,0,0,7,3,2,7,0,149,50,0.0,0.5207979,8,0,0,1,0.06541218637992832
2362,8552,0,0,7,3,2,7,0,150,42,0.0,0.7316921,8,0,1,0,0.06541218637992832
2363,8553,0,0,7,3,7,2,0,150,32,1.0,0.43598133,7,0,0,1,0.07146057347670251
2364,8554,0,0,7,3,7,4,0,151,48,0.0,0.58474696,8,0,1,0,0.06541218637992832
2365,8555,0,0,7,3,4,7,0,151,35,1.0,0.3849575,7,0,0,1,0.07146057347670251
2366,8556,0,0,7,3,7,11,0,157,47,0.0,0.6668068,8,0,1,0,0.06541218637992832
2367,8557,0,0,7,3,11,7,0,157,36,1.0,0.3586647,7,0,0,1,0.07146057347670251
2368,8558,0,0,7,3,11,7,0,158,30,0.0,0.81612843,6,0,1,0,0.058915770609319
2369,8559,0,0,7,3,7,11,0,158,19,1.0,0.479739,5,0,0,1,0.07056451612903226
2370,8560,0,0,7,3,7,11,0,159,84,0.0,0.61864007,11,0,1,0,0.07280465949820789
2371,8561,0,0,7,3,11,7,0,159,73,1.0,0.32865357,10,0,0,1,0.08064516129032258
2372,8562,0,0,7,3,11,7,0,160,67,0.0,0.6357216,10,0,1,0,0.08064516129032258
2373,8563,0,0,7,3,7,11,0,160,56,1.0,0.46318364,9,0,0,1,0.06384408602150538
2374,8564,0,0,7,3,11,7,0,162,95,0.0,0.56532717,12,0,1,0,0.07997311827956989
2375,8565,0,0,7,3,7,11,0,162,85,1.0,0.43438482,11,0,0,1,0.07280465949820789
2376,8566,0,0,7,3,7,11,0,161,112,0.0,0.6047394,14,0,1,0,0.06653225806451613
2377,8567,0,0,7,3,11,7,0,161,101,1.0,0.34286726,13,0,0,1,0.07235663082437276
2378,8568,0,0,8,6,3,7,0,164,51,0.0,0.77086157,8,0,1,0,0.06541218637992832
2379,8569,0,0,8,6,7,3,0,164,39,1.0,0.38019162,7,0,0,1,0.07146057347670251
728,8570,0,0,8,6,1,0,0,0,74,1.0,0.4728076,1,0,1,0,0.05482456140350877
729,8571,0,0,8,6,0,1,0,0,70,0.0,0.7626601,0,0,0,1,0.03289473684210526
730,8572,0,0,8,6,1,0,0,18,27,0.0,0.81749314,8,0,1,0,0.07090643274853801
731,8573,0,0,8,6,0,1,0,18,20,0.0,0.60683614,7,0,0,1,0.04312865497076023
732,8574,0,0,8,6,0,1,0,27,48,0.0,0.8526234,12,0,1,0,0.07675438596491227
733,8575,0,0,8,6,1,0,0,27,41,0.0,0.69029856,11,0,0,1,0.0577485380116959
734,8576,0,0,8,6,1,2,0,42,44,0.0,0.8635949,11,0,1,0,0.0577485380116959
735,8577,0,0,8,6,2,1,0,42,38,0.0,0.58192116,10,0,0,1,0.0489766081871345
736,8578,0,0,8,6,0,1,0,1,84,0.0,0.60318327,3,0,1,0,0.08114035087719297
737,8579,0,0,8,6,1,0,0,1,75,0.0,0.75679,1,0,0,1,0.05482456140350877
738,8580,0,0,8,6,0,1,0,19,28,0.0,0.7514086,8,0,1,0,0.07090643274853801
739,8581,0,0,8,6,1,0,0,19,21,0.0,0.58700883,7,0,0,1,0.04312865497076023
740,8582,0,0,8,6,1,0,0,20,31,0.0,0.7492562,9,0,1,0,0.06578947368421052
741,8583,0,0,8,6,0,1,0,20,24,0.0,0.66337585,8,0,0,1,0.07090643274853801
742,8584,0,0,8,6,1,0,0,28,51,0.0,0.8156281999999999,12,0,1,0,0.07675438596491227
743,8585,0,0,8,6,0,1,0,28,45,0.0,0.6789255,11,0,0,1,0.0577485380116959
744,8586,0,0,8,6,0,1,0,29,62,0.0,0.8274535,14,0,1,0,0.04824561403508772
745,8587,0,0,8,6,1,0,0,29,56,1.0,0.4887861,13,0,0,1,0.07529239766081873
746,8588,0,0,8,6,2,1,0,43,60,0.0,0.88248825,14,0,1,0,0.04824561403508772
747,8589,0,0,8,6,1,2,0,43,54,0.0,0.55046546,13,0,0,1,0.07529239766081873
2380,8590,0,0,8,6,7,12,0,165,65,0.0,0.72667193,10,0,1,0,0.08064516129032258
2381,8591,0,0,8,6,12,7,0,165,54,1.0,0.45504355,9,0,0,1,0.06384408602150538
748,8592,0,0,8,6,1,0,0,2,78,1.0,0.48744136,2,0,1,0,0.07383040935672515
749,8593,0,0,8,6,0,1,0,2,71,0.0,0.7891584,1,0,0,1,0.05482456140350877
750,8594,0,0,8,6,1,0,0,30,55,0.0,0.83420205,13,0,1,0,0.07529239766081873
751,8595,0,0,8,6,0,1,0,30,47,1.0,0.48900820000000006,12,0,0,1,0.07675438596491227
752,8596,0,0,8,6,1,2,0,44,62,0.0,0.89992654,14,0,1,0,0.04824561403508772
753,8597,0,0,8,6,2,1,0,44,57,0.0,0.5020995,13,0,0,1,0.07529239766081873
754,8598,0,0,8,6,1,0,0,4,85,0.0,0.5160892,3,0,1,0,0.08114035087719297
755,8599,0,0,8,6,0,1,0,4,79,0.0,0.7210177,2,0,0,1,0.07383040935672515
756,8600,0,0,8,6,0,1,0,31,63,0.0,0.8100166,15,0,1,0,0.038011695906432746
757,8601,0,0,8,6,2,1,0,45,66,0.0,0.8873873,16,0,1,0,0.017543859649122806
758,8602,0,0,8,6,1,2,0,45,64,0.0,0.5491423000000001,15,0,0,1,0.038011695906432746
2382,8603,0,0,8,6,12,7,0,166,47,0.0,0.78747,8,0,1,0,0.06541218637992832
2383,8604,0,0,8,6,7,12,0,166,36,1.0,0.43752623,7,0,0,1,0.07146057347670251
759,8605,0,0,8,6,0,1,0,5,89,0.0,0.6230823,3,0,1,0,0.08114035087719297
760,8606,0,0,8,6,1,0,0,5,81,0.0,0.6324906,2,0,0,1,0.07383040935672515
761,8607,0,0,8,6,1,0,0,31,58,0.0,0.5093064,13,0,0,1,0.07529239766081873
2384,8608,0,0,8,6,7,10,0,167,157,0.0,0.72740066,3,0,1,0,0.06025985663082437
2385,8609,0,0,8,6,10,7,0,167,146,0.0,0.66565245,2,0,0,1,0.06630824372759858
762,8610,0,0,8,6,0,1,0,33,65,0.0,0.8399912,15,0,1,0,0.038011695906432746
763,8611,0,0,8,6,1,0,0,33,61,0.0,0.56491345,14,0,0,1,0.04824561403508772
764,8612,0,0,8,6,1,4,0,46,3,0.0,0.9018619000000001,4,0,1,0,0.06067251461988304
765,8613,0,0,8,6,4,1,0,46,86,0.0,0.8482493,3,0,0,1,0.08114035087719297
2386,8614,0,0,8,6,10,7,0,168,12,0.0,0.87342536,5,0,1,0,0.07056451612903226
2387,8615,0,0,8,6,7,10,0,168,1,0.0,0.62191117,4,0,0,1,0.06541218637992832
766,8616,0,0,8,6,1,0,0,6,7,0.0,0.70557463,4,0,1,0,0.06067251461988304
767,8617,0,0,8,6,0,1,0,6,88,0.0,0.7209521,3,0,0,1,0.08114035087719297
768,8618,0,0,8,6,4,1,0,47,82,0.0,0.8290476999999999,2,0,1,0,0.07383040935672515
769,8619,0,0,8,6,1,4,0,47,77,0.0,0.8164336,2,0,0,1,0.07383040935672515
770,8620,0,0,8,6,0,1,0,7,9,0.0,0.7404354999999999,5,0,1,0,0.07163742690058479
771,8621,0,0,8,6,1,0,0,7,0,0.0,0.7479376999999999,4,0,0,1,0.06067251461988304
772,8622,0,0,8,6,1,0,0,34,59,0.0,0.82275623,14,0,1,0,0.04824561403508772
773,8623,0,0,8,6,0,1,0,34,51,1.0,0.43500072,12,0,0,1,0.07675438596491227
774,8624,0,0,8,6,1,4,0,48,18,0.0,0.8445236999999999,6,0,1,0,0.08260233918128655
775,8625,0,0,8,6,4,1,0,48,14,0.0,0.7201553,6,0,0,1,0.08260233918128655
2388,8626,0,0,8,6,7,10,0,169,31,0.0,0.76189834,6,0,1,0,0.058915770609319
2389,8627,0,0,8,6,10,7,0,169,19,1.0,0.4425245,5,0,0,1,0.07056451612903226
776,8628,0,0,8,6,1,0,0,8,11,0.0,0.80598885,5,0,1,0,0.07163742690058479
777,8629,0,0,8,6,0,1,0,8,4,0.0,0.7560526,4,0,0,1,0.06067251461988304
778,8630,0,0,8,6,0,1,0,9,15,0.0,0.7490549,6,0,1,0,0.08260233918128655
779,8631,0,0,8,6,1,2,0,36,72,0.0,0.8345555,1,0,1,0,0.05482456140350877
780,8632,0,0,8,6,2,1,0,36,68,0.0,0.8326107,0,0,0,1,0.03289473684210526
781,8633,0,0,8,6,4,1,0,49,11,0.0,0.9005831,5,0,1,0,0.07163742690058479
782,8634,0,0,8,6,1,4,0,49,6,0.0,0.8107358,4,0,0,1,0.06067251461988304
2390,8635,0,0,8,6,10,7,0,170,48,0.0,0.7834091,8,0,1,0,0.06541218637992832
2391,8636,0,0,8,6,7,10,0,170,36,1.0,0.42305648,7,0,0,1,0.07146057347670251
2392,8637,0,0,8,6,7,10,0,171,68,0.0,0.72667193,10,0,1,0,0.08064516129032258
783,8638,0,0,8,6,1,0,0,9,8,1.0,0.3125679,5,0,0,1,0.07163742690058479
784,8639,0,0,8,6,1,4,0,50,32,0.0,0.89929366,9,0,1,0,0.06578947368421052
2393,8640,0,0,8,6,10,7,0,171,56,1.0,0.45504355,9,0,0,1,0.06384408602150538
2394,8641,0,0,8,6,10,7,0,172,86,0.0,0.68188155,12,0,1,0,0.07997311827956989
2395,8642,0,0,8,6,7,10,0,172,75,1.0,0.41851179999999993,10,0,0,1,0.08064516129032258
785,8643,0,0,8,6,0,1,0,11,16,0.0,0.7490549,6,0,1,0,0.08260233918128655
786,8644,0,0,8,6,1,0,0,11,10,1.0,0.3093648,5,0,0,1,0.07163742690058479
787,8645,0,0,8,6,0,1,0,21,36,0.0,0.57307196,10,0,1,0,0.0489766081871345
788,8646,0,0,8,6,1,0,0,21,30,0.0,0.63136756,9,0,0,1,0.06578947368421052
789,8647,0,0,8,6,2,1,0,37,85,0.0,0.7437825,3,0,1,0,0.08114035087719297
790,8648,0,0,8,6,1,2,0,37,80,0.0,0.80468553,2,0,0,1,0.07383040935672515
791,8649,0,0,8,6,4,1,0,50,29,0.0,0.63217294,8,0,0,1,0.07090643274853801
2396,8650,0,0,8,6,7,10,0,173,105,0.0,0.72569025,13,0,1,0,0.07235663082437276
2397,8651,0,0,8,6,10,7,0,173,93,1.0,0.42253440000000003,12,0,0,1,0.07997311827956989
792,8652,0,0,8,6,1,0,0,12,18,0.0,0.7344533000000001,6,0,1,0,0.08260233918128655
793,8653,0,0,8,6,0,1,0,12,12,1.0,0.45131980000000005,5,0,0,1,0.07163742690058479
794,8654,0,0,8,6,1,2,0,38,89,0.0,0.71350396,3,0,1,0,0.08114035087719297
795,8655,0,0,8,6,2,1,0,38,83,0.0,0.81953126,3,0,0,1,0.08114035087719297
796,8656,0,0,8,6,4,1,0,51,25,0.0,0.86577994,8,0,1,0,0.07090643274853801
797,8657,0,0,8,6,1,4,0,51,20,0.0,0.70466924,7,0,0,1,0.04312865497076023
2398,8658,0,0,8,6,10,7,0,174,122,0.0,0.76527274,15,0,1,0,0.04233870967741935
798,8659,0,0,8,6,0,1,0,13,17,0.0,0.7490549,6,0,1,0,0.08260233918128655
799,8660,0,0,8,6,1,0,0,13,11,1.0,0.33354223,5,0,0,1,0.07163742690058479
800,8661,0,0,8,6,0,1,0,23,40,0.0,0.5594156,11,0,1,0,0.0577485380116959
801,8662,0,0,8,6,1,0,0,23,34,0.0,0.63136756,9,0,0,1,0.06578947368421052
802,8663,0,0,8,6,1,0,0,24,38,0.0,0.6153512,10,0,1,0,0.0489766081871345
803,8664,0,0,8,6,2,1,0,39,34,0.0,0.8776790000000001,9,0,1,0,0.06578947368421052
804,8665,0,0,8,6,1,2,0,39,29,0.0,0.5873845999999999,8,0,0,1,0.07090643274853801
805,8666,0,0,8,6,1,3,0,52,73,0.0,0.8839364,1,0,1,0,0.05482456140350877
806,8667,0,0,8,6,3,1,0,52,70,0.0,0.8741985000000001,0,0,0,1,0.03289473684210526
2399,8668,0,0,8,6,7,10,0,174,112,1.0,0.41785150000000004,14,0,0,1,0.06653225806451613
52,8669,0,0,8,6,2,0,0,2,2,0.0,0.5869614000000001,2,0,1,0,0.15625
53,8670,0,0,8,6,0,2,0,2,19,0.0,0.5645194,0,0,0,1,0.13541666666666666
807,8671,0,0,8,6,1,0,0,14,23,0.0,0.8083853,8,0,1,0,0.07090643274853801
808,8672,0,0,8,6,0,1,0,14,17,1.0,0.38696283,6,0,0,1,0.08260233918128655
809,8673,0,0,8,6,0,1,0,15,20,0.0,0.6669961,7,0,1,0,0.04312865497076023
810,8674,0,0,8,6,1,0,0,15,15,1.0,0.28652644,6,0,0,1,0.08260233918128655
811,8675,0,0,8,6,0,1,0,24,31,0.0,0.60468936,9,0,0,1,0.06578947368421052
812,8676,0,0,8,6,1,2,0,40,8,0.0,0.8956359,5,0,1,0,0.07163742690058479
813,8677,0,0,8,6,2,1,0,40,1,0.0,0.82774925,4,0,0,1,0.06067251461988304
814,8678,0,0,8,6,3,1,0,53,52,0.0,0.90396595,13,0,1,0,0.07529239766081873
815,8679,0,0,8,6,1,3,0,53,47,0.0,0.55844915,12,0,0,1,0.07675438596491227
816,8680,0,0,8,6,1,0,0,16,26,0.0,0.81749314,8,0,1,0,0.07090643274853801
817,8681,0,0,8,6,0,1,0,16,19,0.0,0.60683614,7,0,0,1,0.04312865497076023
818,8682,0,0,8,6,0,1,0,25,44,0.0,0.6002998,11,0,1,0,0.0577485380116959
819,8683,0,0,8,6,1,0,0,25,37,0.0,0.6906137,10,0,0,1,0.0489766081871345
820,8684,0,0,8,6,2,1,0,41,53,0.0,0.65986705,13,0,1,0,0.07529239766081873
821,8685,0,0,8,6,1,2,0,41,46,1.0,0.48157012,12,0,0,1,0.07675438596491227
54,8686,0,0,8,6,2,0,0,3,17,0.0,0.8843397,7,0,1,0,0.15625
55,8687,0,0,8,6,0,2,0,3,16,0.0,0.6000079,6,0,0,1,0.25
822,8688,0,0,8,6,1,0,0,26,50,0.0,0.6614353000000001,12,0,1,0,0.07675438596491227
823,8689,0,0,8,6,0,1,0,26,43,0.0,0.6764176,11,0,0,1,0.0577485380116959
1192,8690,0,0,8,6,0,3,0,82,85,0.0,0.5957029,15,0,1,0,0.05505819158460161
1193,8691,0,0,8,6,3,0,0,82,79,1.0,0.32047486,14,0,0,1,0.05774395702775291
2400,8692,0,0,8,6,9,0,0,125,16,0.0,0.79063797,5,0,1,0,0.07056451612903226
2401,8693,0,0,8,6,0,9,0,125,5,0.0,0.61601865,4,0,0,1,0.06541218637992832
2402,8694,0,0,8,6,0,9,0,126,34,0.0,0.8073557,7,0,1,0,0.07146057347670251
2403,8695,0,0,8,6,9,0,0,126,23,1.0,0.43439209999999995,6,0,0,1,0.058915770609319
2404,8696,0,0,8,6,9,0,0,127,52,0.0,0.6513511,8,0,1,0,0.06541218637992832
2405,8697,0,0,8,6,0,9,0,127,41,1.0,0.46125978,7,0,0,1,0.07146057347670251
2406,8698,0,0,8,6,12,0,0,108,160,0.0,0.69179994,3,0,1,0,0.06025985663082437
1548,8699,0,0,8,6,8,0,0,45,3,0.0,0.74638015,4,0,1,0,0.04460580912863071
1549,8700,0,0,8,6,0,8,0,45,144,0.0,0.7601978,3,0,0,1,0.07607192254495157
2407,8701,0,0,8,6,0,12,0,108,150,0.0,0.6038414000000001,2,0,0,1,0.06630824372759858
2408,8702,0,0,8,6,0,9,0,128,71,0.0,0.6484276999999999,10,0,1,0,0.08064516129032258
2409,8703,0,0,8,6,9,0,0,128,59,1.0,0.49025470000000004,9,0,0,1,0.06384408602150538
1550,8704,0,0,8,6,0,8,0,46,18,0.0,0.8096772,5,0,1,0,0.07434301521438451
1551,8705,0,0,8,6,8,0,0,46,8,0.0,0.5603069,5,0,0,1,0.07434301521438451
2410,8706,0,0,8,6,9,0,0,129,88,0.0,0.6476916,12,0,1,0,0.07997311827956989
2411,8707,0,0,8,6,0,9,0,129,78,0.0,0.51320684,11,0,0,1,0.07280465949820789
2412,8708,0,0,8,6,0,9,0,130,106,0.0,0.7541232,13,0,1,0,0.07235663082437276
2413,8709,0,0,8,6,9,0,0,130,95,1.0,0.44537276,12,0,0,1,0.07997311827956989
1552,8710,0,0,8,6,8,0,0,47,66,0.0,0.80023086,10,0,1,0,0.06535269709543569
1553,8711,0,0,8,6,0,8,0,47,58,0.0,0.6622537,10,0,0,1,0.06535269709543569
2414,8712,0,0,8,6,12,0,0,110,88,0.0,0.58947766,12,0,1,0,0.07997311827956989
2415,8713,0,0,8,6,0,12,0,110,78,0.0,0.5180532999999999,11,0,0,1,0.07280465949820789
2416,8714,0,0,8,6,9,0,0,131,120,0.0,0.73571265,15,0,1,0,0.04233870967741935
2417,8715,0,0,8,6,0,9,0,131,109,0.0,0.529257,14,0,0,1,0.06653225806451613
1554,8716,0,0,8,6,0,8,0,48,82,0.0,0.76333773,12,0,1,0,0.06881051175656985
1555,8717,0,0,8,6,8,0,0,48,72,0.0,0.5448159,11,0,0,1,0.08022130013831259
2418,8718,0,0,8,6,0,12,0,111,106,0.0,0.6636468000000001,13,0,1,0,0.07235663082437276
2419,8719,0,0,8,6,12,0,0,111,95,0.0,0.5611503999999999,12,0,0,1,0.07997311827956989
1556,8720,0,0,8,6,9,0,0,49,31,0.0,0.84595877,7,0,1,0,0.053596127247579534
1557,8721,0,0,8,6,0,9,0,49,23,0.0,0.8736828000000001,6,0,0,1,0.0594744121715076
2420,8722,0,0,8,6,2,0,0,132,141,0.0,0.7834875,1,0,1,0,0.03920250896057348
2421,8723,0,0,8,6,0,2,0,132,133,0.0,0.67146754,0,0,0,1,0.010080645161290322
1558,8724,0,0,8,6,0,9,0,50,46,0.0,0.7361899000000001,9,0,1,0,0.08125864453665284
1559,8725,0,0,8,6,9,0,0,50,38,0.0,0.61627185,8,0,0,1,0.06846473029045644
1194,8726,0,0,8,6,3,0,0,83,104,0.0,0.8944986999999999,1,0,1,0,0.06177260519247986
1195,8727,0,0,8,6,0,3,0,83,95,0.0,0.69961715,0,0,0,1,0.020143240823634737
2422,8728,0,0,8,6,0,2,0,133,157,0.0,0.79481864,3,0,1,0,0.06025985663082437
2423,8729,0,0,8,6,2,0,0,133,147,0.0,0.5783159999999999,2,0,0,1,0.06630824372759858
1196,8730,0,0,8,6,4,0,0,84,108,0.0,0.9260504999999999,2,0,1,0,0.0863921217547001
1197,8731,0,0,8,6,0,4,0,84,98,0.0,0.6743614,1,0,0,1,0.06177260519247986
2424,8732,0,0,8,6,2,0,0,134,102,0.0,0.7794566999999999,13,0,1,0,0.07235663082437276
2425,8733,0,0,8,6,0,2,0,134,92,1.0,0.44388586,12,0,0,1,0.07997311827956989
1560,8734,0,0,8,6,9,0,0,51,71,0.0,0.7685026,11,0,1,0,0.08022130013831259
1561,8735,0,0,8,6,0,9,0,51,62,0.0,0.6849980999999999,10,0,0,1,0.06535269709543569
1198,8736,0,0,8,6,0,4,0,85,28,0.0,0.72765326,7,0,1,0,0.06042972247090421
1199,8737,0,0,8,6,4,0,0,85,21,0.0,0.69976115,6,0,0,1,0.040286481647269466
2426,8738,0,0,8,6,1,0,0,122,73,0.0,0.6634804,10,0,1,0,0.08064516129032258
2427,8739,0,0,8,6,0,1,0,122,63,0.0,0.52957666,9,0,0,1,0.06384408602150538
1562,8740,0,0,8,6,0,9,0,52,87,0.0,0.78319424,12,0,1,0,0.06881051175656985
1563,8741,0,0,8,6,9,0,0,52,78,0.0,0.5286881999999999,11,0,0,1,0.08022130013831259
1200,8742,0,0,8,6,4,0,0,86,38,0.0,0.62725925,9,0,1,0,0.05371530886302596
1201,8743,0,0,8,6,0,4,0,86,31,0.0,0.6578010999999999,8,0,0,1,0.0738585496866607
2428,8744,0,0,8,6,0,1,0,123,90,0.0,0.73033303,12,0,1,0,0.07997311827956989
2429,8745,0,0,8,6,1,0,0,123,81,0.0,0.53043234,11,0,0,1,0.07280465949820789
2430,8746,0,0,8,6,0,2,0,135,120,0.0,0.8081149000000001,15,0,1,0,0.04233870967741935
2431,8747,0,0,8,6,2,0,0,135,109,0.0,0.66592014,14,0,0,1,0.06653225806451613
1202,8748,0,0,8,6,0,4,0,87,85,0.0,0.55171585,15,0,1,0,0.05505819158460161
2432,8749,0,0,8,6,0,9,0,124,161,0.0,0.8004591999999999,3,0,1,0,0.06025985663082437
1203,8750,0,0,8,6,4,0,0,87,78,1.0,0.38843495,14,0,0,1,0.05774395702775291
2433,8751,0,0,8,6,9,0,0,124,151,0.0,0.6885566999999999,2,0,0,1,0.06630824372759858
1564,8752,0,0,8,6,2,3,0,42,132,0.0,0.72668314,2,0,1,0,0.048409405255878286
1565,8753,0,0,8,6,3,2,0,42,123,0.0,0.7773883,1,0,0,1,0.057053941908713685
1204,8754,0,0,8,6,0,1,0,65,36,0.0,0.79256684,8,0,1,0,0.0738585496866607
1205,8755,0,0,8,6,1,0,0,65,30,1.0,0.4251771,8,0,0,1,0.0738585496866607
1206,8756,0,0,8,6,0,1,0,78,91,0.0,0.567393,15,0,1,0,0.05505819158460161
1207,8757,0,0,8,6,1,0,0,78,85,1.0,0.42741632,15,0,0,1,0.05505819158460161
2434,8758,0,0,8,6,0,6,0,21,7,1.0,0.46994925,4,0,1,0,0.06541218637992832
2435,8759,0,0,8,6,6,0,0,21,160,1.0,0.47175926,3,0,0,1,0.06025985663082437
2436,8760,0,0,8,6,6,0,0,27,29,0.0,0.5600039000000001,6,0,0,1,0.058915770609319
2437,8761,0,0,8,6,0,6,0,41,115,1.0,0.39636079999999996,14,0,1,0,0.06653225806451613
2438,8762,0,0,8,6,6,0,0,41,104,1.0,0.33629334,13,0,0,1,0.07235663082437276
2439,8763,0,0,8,6,5,6,0,119,83,0.0,0.54919285,11,0,1,0,0.07280465949820789
2440,8764,0,0,8,6,6,5,0,119,71,1.0,0.32342392,10,0,0,1,0.08064516129032258
